,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
341,2016-08-12,109591941,Swang,79,40547643,Rae Sremmurd,23250443,SremmLife 2 (Deluxe),Hip Hop/Rap,"Mmm, boy, it's Nasty (uh)
Know some young niggas like to swang (yeah), uhm
Know some young niggas like to swang
Know some young niggas like to swang (ride)

Know some young niggas like to swang (swang)
Know some young niggas like to swang (swang)
Big bank take lil' bank
Every day spillin' up drank (drank)
She want the whole crew, shawty brave (brave)
When the money talks, what is there to say? (Just say it)
Blow away, watch it blow away (blow, blow)
When I die, can't take it to the grave (yo)

Hop out, drop, top, fuck y'all talkin' I need it right now (hey)
Cash in the air, yeah, what goes up gotta come down (woo)

Gettin' dough ain't a thing change (nothin' change)
Coastin', grippin' grain (grip)
...

******* This Lyrics is NOT for Commercial use *******"
342,2017-03-18,127472539,Passionfruit,82,55458656,Drake,25784989,More Life,Hip Hop/Rap,"Hold on, hold on, fuck that
Fuck that shit
Hold on, I got to start this motherfuckin' record over again, wait a minute
Fuck that shit
Still on this motherfuckin' record
I'ma play this motherfucker for y'all
Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better

Listen
Seein' you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah

Tension
Between us just like picket fences
You got issues that I won't mention for now
...

******* This Lyrics is NOT for Commercial use *******"
343,2017-08-11,131759132,Praying,79,24451382,Kesha,26424115,Rainbow,Pop,"Well, you almost had me fooled
Told me that I was nothing without you
Oh, but after everything you've done
I can thank you for how strong I have become

'Cause you brought the flames and you put me through hell
I had to learn how to fight for myself
And we both know all the truth I could tell
I'll just say this is I wish you farewell

I hope you're somewhere praying, praying
I hope your soul is changing, changing
I hope you find your peace
Falling on your knees, praying
...

******* This Lyrics is NOT for Commercial use *******"
344,2016-09-16,114724497,goosebumps,78,14382416,Travis Scott,23964990,Birds In The Trap Sing McKnight,Hip Hop/Rap,"Yeah

7:30 in the night, yeah
Ooh-ooh, ooh

I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around (straight up)
When you throw that to the side, yeah (it's lit)
I get those goosebumps every time, yeah

7-1-3
Through the 2-8-1, yeah I'm ridin', why they on me?
Why they on me? I'm flyin', sippin' low-key
I'm sippin' low-key in Onyx, rider, rider
When I'm pullin' up right beside ya
Pop star, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly

She fall through plenty, her and all her ginnies, yeah
...

******* This Lyrics is NOT for Commercial use *******"
345,2016-06-10,111818074,All Time Low,80,33121631,Jon Bellion,23585742,The Human Condition,Pop,"I was the knight in shining armor in your movie
Would put your lips on mine and love the aftertaste
Now I'm a ghost, I call your name, you look right through me
You're the reason I'm alone and masturbate

I (I, I)
I've been trying to fix my pride, but that shit's broken
That shit's broken
Lie (lie, lie)
Lie, la-lie, I try to hide, but now you know it

That I'm at an all-time
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low
Low, low, lo-lo-low, low, low, low, low (whoa, whoa-oh-oh)

I was the prototype, like 3 Stacks on that CD
An example of the perfect candidate
...

******* This Lyrics is NOT for Commercial use *******"
346,2016-10-21,132987385,Hurricane,79,27658352,Luke Combs,26612422,This One's for You - EP,Traditional Country,"Hadn't had a good time
Since you know when
Got talked into goin' out
With hopes you were stayin' in

I was feelin' like myself for the first time
In a long time
'Til I bumped into some of your friends
Over there talkin' to mine

Then you rolled in with your hair in the wind
Baby without warnin'
I was doin' alright but just your sight
Had my heart stormin'

The moon went hidin'
Stars quit shinin'
Rain was drivin'
Thunder 'n lightnin'
You wrecked my whole world when you came
And hit me like a hurricane
You hit me like a hurricane
...

******* This Lyrics is NOT for Commercial use *******"
347,2017-11-03,137945390,Too Good At Goodbyes,87,33491428,Sam Smith,27133399,The Thrill Of It All (Special Edition),Adult Contemporary,"You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So, I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad, but it's true

I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
...

******* This Lyrics is NOT for Commercial use *******"
348,2017-04-27,125673808,Young Dumb & Broke,82,32569774,Khalid,25530331,American Teen,R&B/Soul,"So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young, dumb
Young, young, dumb and broke
Young, dumb
Young, young, dumb and broke
Young, dumb
Young, young dumb and broke
Young, dumb, broke high school kids
Ya-da-da da-da da-da-da
Ya-da-da da-da da-da
Ya-da-da da-da-da da-da
Young, dumb, broke high school kids

We have so much in common
We argue all the time
...

******* This Lyrics is NOT for Commercial use *******"
349,2017-04-14,128552562,Magnolia,79,28973015,Playboi Carti,25932280,Playboi Carti,Hip Hop/Rap,"Yo, Pi'erre, you wanna come out here?

In New York I Milly Rock (rock)
Hide it in my sock (sock)
Running from the opp (opp)
And I shoot at opp (opp) uh, uh (what?)
And I'm on the block (what?) Uh, uh (what? What?)
And I'm on the block (what?)

In New York I Milly Rock (hello?)
Hide it in my sock (what?)
Hide it in my sock (what?)
Selling that rerock (what? Woah, what? What? Uh, what? What?)
In New York I Milly Rock (ooh)
Hide it in my sock (woah)
Used to sell rerock (what?)
Runnin' from the cops (woah)
Shootin' at these opps (woah)

Yo, Pi'erre, you wanna come out here? (Woah)
Shooting at these opps (what?)
'Cause I run they block (what?) Uh
Give me top (top) uh, in my drop-top
All these hoes gon' flock (flock, flock)
When I drop, yeah (drop, drop)
All these hoes gon' flock (flock, flock)
When I drop, yeah (drop, drop)
All these hoes gon' flock (flock, flock)
When I drop, uh (drop, drop)
Woo, woo, woo, woo (bih)
Woo, woo (bih) woo, woo (bih)

All these hoes want cash (cash)
All these hoes want bags, uh
Fucking on your bitch (bih) uh
I'm her dad (yeah) uh
...

******* This Lyrics is NOT for Commercial use *******"
350,2017-10-13,212993451,What About Us,81,6677,P!nk,43584338,Beautiful Trauma,Pop,"La-da-da-da-da, la-da-da-da-da
Da-da-da

We are searchlights, we can see in the dark

We are rockets, pointed up at the stars

We are billions of beautiful hearts

And you sold us down the river too far

What about us?
What about all the times you said you had the answers?

What about us?
What about all the broken happy ever afters?

What about us?
What about all the plans that ended in disaster?

What about love? What about trust?
What about us?

...

******* This Lyrics is NOT for Commercial use *******"
351,2017-05-12,128565566,Sign of the Times,91,24505463,Harry Styles,25933589,Harry Styles,Pop/Rock,"Just stop your cryin', it's a sign of the times
Welcome to the final show
Hope you're wearin' your best clothes
You can't bribe the door on your way to the sky
You look pretty good down here
But you ain't really good

We never learn, we've been here before
Why are we always stuck and running from
The bullets? The bullets?
We never learn, we've been here before
Why are we always stuck and running from
Your bullets? The bullets?

Just stop your crying, it's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying, it'll be alright
They told me that the end is near
We gotta get away from here

...

******* This Lyrics is NOT for Commercial use *******"
352,2015-11-20,84213314,Water Under the Bridge,81,346898,Adele,20883397,25,Pop,"If you're not the one for me
Then how come I can bring you to your knees?
If you're not the one for me
Why do I hate the idea of being free?

And if I'm not the one for you
You've gotta stop holding me the way you do
Oh, honey, if I'm not the one for you
Why have we been through what we have been through?

It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless

If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
...

******* This Lyrics is NOT for Commercial use *******"
353,2017-09-29,133930344,Malibu,82,224210,Miley Cyrus,26751465,Younger Now,Pop,"I never came to the beach
Or stood by the ocean
I never sat by the shore
Under the sun with my feet in the sand

But you brought me here
And I'm happy that you did
'Cause now I'm as free
As birds catching the wind

I always thought I would sink, so I never swam
I never went boatin', don't get how they are floatin'
And sometimes I get so scared of what I can't understand

But here I am
Next to you
The sky's more blue
In Malibu
Next to you
In Malibu
Next to you
...

******* This Lyrics is NOT for Commercial use *******"
354,2016-06-20,128104339,Down,68,26256020,Marian Hill,25866957,ACT ONE (The Complete Collection),Electronic,"Didn't even really wanna go
But if you get me out, you get a show
There's so many bodies on the floor
So, baby we should go and add some more

Are you down, d-d-down, d-d-down, d-d-down
Down, down?
Down, d-d-down, d-d-down, d-d-down
Down, down?

Everywhere I look are peoples' hands
Thrown up in the air to help them dance
Come on, baby, catch me if you can
I know you don't have any other plans

Are you down, d-d-down, d-d-down, d-d-down
Down, down?
Down, d-d-down, d-d-down, d-d-down
Down, down?

Are you
Down, down, d-down, down?
Are you
Down, down, d-d-down, down, d-down?
...

******* This Lyrics is NOT for Commercial use *******"
355,2016-09-23,114846700,Treat You Better,86,27846837,Shawn Mendes,23978035,Illuminate (Deluxe),Pop,"I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman

Tell me, why are we wasting time
On all your wasted crying
When you should be with me instead?
I know I can treat you better
Better than he can

...

******* This Lyrics is NOT for Commercial use *******"
